,0
96,0.6213057041168213
97,0.7215418815612793
98,0.7118170261383057
99,0.5747051239013672
100,0.9345910549163818
101,0.5867178440093994
102,0.5749330520629883
103,1.1587231159210205
104,1.22245192527771
105,1.2206790447235107
106,0.5723171234130859
107,0.5831019878387451
108,0.6006462574005127
109,0.33747100830078125
110,0.6022632122039795
111,0.6455397605895996
112,1.184812068939209
113,1.0800988674163818
114,0.5656840801239014
115,0.6067409515380859
116,0.7348480224609375
117,1.115211009979248
118,0.28842806816101074
119,0.5747349262237549
120,0.4786558151245117
121,0.30948901176452637
122,0.3206038475036621
123,0.37017202377319336
124,1.541910171508789
125,1.3271369934082031
126,1.2440409660339355
127,1.51145601272583
128,0.31529784202575684
129,1.7371339797973633
130,0.7949230670928955
131,0.9638040065765381
132,0.62823486328125
133,0.6706109046936035
134,0.6051292419433594
135,1.016556739807129
136,0.5897998809814453
137,1.0360510349273682
138,0.6324737071990967
139,1.0054831504821777
140,0.544093132019043
141,0.6402959823608398
142,1.343022108078003
143,0.6221928596496582
144,0.5511398315429688
145,0.6551320552825928
146,1.7294409275054932
147,0.5760059356689453
148,0.5831811428070068
149,1.0340580940246582
150,1.6092710494995117
151,0.5462720394134521
152,0.8380999565124512
153,1.1262569427490234
154,0.30219292640686035
155,0.5966808795928955
156,1.0734777450561523
157,0.29903507232666016
158,0.7137050628662109
159,0.7045319080352783
160,1.2250640392303467
161,0.4095299243927002
162,0.5861968994140625
163,0.34514307975769043
164,0.306840181350708
165,1.3015387058258057
166,0.4900660514831543
167,0.6441748142242432
168,0.5212039947509766
169,0.4549379348754883
170,0.4640042781829834
171,0.472797155380249
172,1.1419310569763184
173,1.1777398586273193
174,1.2919731140136719
175,0.3745400905609131
176,0.8145310878753662
177,0.526576042175293
178,0.6705107688903809
179,0.6013591289520264
180,0.6528928279876709
181,1.0401990413665771
182,0.28310322761535645
183,0.6139609813690186
184,0.6420638561248779
185,0.3017919063568115
186,0.32120513916015625
187,0.634099006652832
188,0.832636833190918
189,0.5071620941162109
190,0.29811716079711914
191,0.6937270164489746
192,0.6950168609619141
193,0.8426797389984131
194,1.0733718872070312
195,1.0124499797821045
196,0.7415869235992432
197,0.337230920791626
198,0.3264939785003662
199,1.2155251502990723
200,0.37666821479797363
201,0.44499778747558594
202,0.32638001441955566
203,0.4410121440887451
204,0.3961038589477539
205,0.4744291305541992
206,0.5153710842132568
207,1.1997451782226562
208,1.121640920639038
209,1.2072153091430664
210,0.3200399875640869
211,1.229985237121582
212,1.1406328678131104
213,1.1697502136230469
214,1.1685099601745605
215,0.25273609161376953
216,0.31470799446105957
217,0.3171207904815674
218,0.35401225090026855
219,0.3415849208831787
220,0.3095247745513916
221,0.3129007816314697
222,0.37114644050598145
223,0.3508291244506836
224,0.3162271976470947
225,0.3515009880065918
226,0.33200883865356445
227,0.3141140937805176
228,0.354083776473999
229,0.33834290504455566
230,1.1358709335327148
231,0.49392199516296387
232,0.4079098701477051
233,0.3884291648864746
234,0.41854190826416016
235,0.3687160015106201
236,0.4065079689025879
237,0.8483409881591797
238,0.4273369312286377
239,0.5408022403717041
240,1.1616990566253662
241,1.249216079711914
242,1.1515638828277588
243,0.43407678604125977
244,0.432722806930542
245,1.253814935684204
246,0.418226957321167
247,0.4491462707519531
248,0.4384269714355469
249,0.3956780433654785
250,0.423414945602417
251,0.30731892585754395
252,0.3199481964111328
253,0.3659400939941406
254,0.3083980083465576
255,0.3356509208679199
256,0.3484349250793457
257,0.3083949089050293
258,0.33633995056152344
259,0.3864259719848633
260,0.3058512210845947
261,0.35079407691955566
262,0.4672548770904541
263,1.1241328716278076
264,1.2285330295562744
265,0.4189131259918213
266,0.4080677032470703
267,1.1088709831237793
268,1.2076990604400635
269,1.2348158359527588
270,0.4876589775085449
271,1.2077202796936035
272,1.1362199783325195
273,1.1857128143310547
274,1.1242971420288086
275,1.1077089309692383
276,1.2131602764129639
277,0.38611888885498047
278,0.40277099609375
279,0.4288160800933838
280,0.40254807472229004
281,0.46424221992492676
282,0.43794918060302734
283,0.4367411136627197
284,1.2372689247131348
285,0.41316795349121094
286,0.7572977542877197
287,0.6062750816345215
288,0.7847158908843994
289,0.5947871208190918
290,0.6583547592163086
291,0.37128615379333496
292,0.43001699447631836
293,0.3612401485443115
294,0.4421350955963135
295,0.2818000316619873
296,0.3540768623352051
297,0.6710047721862793
298,0.6193251609802246
299,0.6415081024169922
