"name","V2"
"D94","3.19112801551819"
"D95","1.9507040977478"
"D96","2.23404717445374"
"D97","2.01572418212891"
"D98","2.77570509910583"
"D99","2.4531409740448"
"D100","1.89375519752502"
"D101","3.16149091720581"
"D102","2.02283716201782"
"D103","1.97935199737549"
"D104","3.92623782157898"
"D105","4.68218803405762"
"D106","4.82551598548889"
"D107","2.07924890518188"
"D108","1.87612414360046"
"D109","1.92688703536987"
"D110","0.781216859817505"
"D111","1.92959403991699"
"D112","2.32460308074951"
"D113","4.01033687591553"
"D114","3.35891389846802"
"D115","1.93935585021973"
"D116","1.96628308296204"
"D117","2.28755187988281"
"D118","3.59991884231567"
"D119","0.802272081375122"
"D120","2.08468389511108"
"D121","1.48656702041626"
"D122","1.11348104476929"
"D123","0.773135900497437"
"D124","1.12660598754883"
"D125","5.2807629108429"
"D126","4.54165697097778"
"D127","4.55990791320801"
"D128","5.4704921245575"
"D129","0.762923955917358"
"D130","6.14294791221619"
"D131","3.09107804298401"
"D132","3.102205991745"
"D133","2.4261269569397"
"D134","2.38461995124817"
"D135","2.69023489952087"
"D136","3.59200382232666"
"D137","2.06258893013"
"D138","3.51953387260437"
"D139","2.81889486312866"
"D140","3.45068693161011"
"D141","1.84292101860046"
"D142","2.10452914237976"
"D143","2.05317902565002"
"D144","1.96624183654785"
"D145","1.94058012962341"
"D146","2.65176606178284"
"D147","7.7463538646698"
"D148","2.32161498069763"
"D149","2.12751793861389"
"D150","3.3156099319458"
"D151","8.20889616012573"
"D152","1.90533399581909"
"D153","2.94085597991943"
"D154","3.63631296157837"
"D155","1.10997295379639"
"D156","1.97120785713196"
"D157","3.45290589332581"
"D158","0.791471004486084"
"D159","2.69492411613464"
"D160","2.85241603851318"
"D161","4.12530398368835"
"D162","1.09124493598938"
"D163","1.9871997833252"
"D164","1.11211013793945"
"D165","0.822699069976807"
"D166","4.71124696731567"
"D167","1.94383502006531"
"D168","2.69419503211975"
"D169","1.68627190589905"
"D170","2.17476606369019"
"D171","1.51324701309204"
"D172","1.50874996185303"
"D173","3.70292115211487"
"D174","4.13621711730957"
"D175","4.64835500717163"
"D176","1.46713089942932"
"D177","2.90150713920593"
"D178","1.98182892799377"
"D179","2.73599100112915"
"D180","2.15644598007202"
"D181","2.6095860004425"
"D182","3.24545407295227"
"D183","0.774996042251587"
"D184","2.021329164505"
"D185","2.18706202507019"
"D186","0.870310068130493"
"D187","0.897650003433228"
"D188","1.85227704048157"
"D189","2.57526588439941"
"D190","1.90471696853638"
"D191","0.791351795196533"
"D192","2.66809606552124"
"D193","2.76465010643005"
"D194","2.96159601211548"
"D195","3.31246900558472"
"D196","3.09710097312927"
"D197","2.6914849281311"
"D198","1.09891200065613"
"D199","0.843314170837402"
"D200","4.63707113265991"
"D201","1.25012707710266"
"D202","1.37737417221069"
"D203","1.11798596382141"
"D204","1.34905409812927"
"D205","1.23346018791199"
"D206","1.2225239276886"
"D207","1.73055195808411"
"D208","4.73300790786743"
"D209","3.59478187561035"
"D210","4.26039505004883"
"D211","1.55837988853455"
"D212","3.97067999839783"
"D213","3.81129002571106"
"D214","3.97404003143311"
"D215","4.36700916290283"
"D216","0.7309250831604"
"D217","0.749063014984131"
"D218","0.765103101730347"
"D219","0.774285793304443"
"D220","0.830820798873901"
"D221","0.752696990966797"
"D222","0.78657603263855"
"D223","0.739033937454224"
"D224","0.832497835159302"
"D225","0.796246767044067"
"D226","0.755700826644897"
"D227","0.860969066619873"
"D228","0.805191040039062"
"D229","0.794838905334473"
"D230","0.786854028701782"
"D231","4.2574508190155"
"D232","1.77510595321655"
"D233","0.756132125854492"
"D234","1.46200704574585"
"D235","1.09554004669189"
"D236","1.17277789115906"
"D237","1.13971710205078"
"D238","1.88986301422119"
"D239","1.63120913505554"
"D240","1.76260209083557"
"D241","3.84832501411438"
"D242","4.09053111076355"
"D243","4.0232298374176"
"D244","1.68357110023499"
"D245","1.55940008163452"
"D246","4.18508887290955"
"D247","1.38555407524109"
"D248","1.43650197982788"
"D249","1.40095996856689"
"D250","1.65868306159973"
"D251","1.66212296485901"
"D252","0.879056930541992"
"D253","0.79230785369873"
"D254","1.10486698150635"
"D255","0.806824922561646"
"D256","0.908824920654297"
"D257","1.00045204162598"
"D258","0.759391069412231"
"D259","0.790319919586182"
"D260","1.00630784034729"
"D261","0.750958919525146"
"D262","0.77908205986023"
"D263","1.38207316398621"
"D264","3.49284315109253"
"D265","3.79487705230713"
"D266","1.47856903076172"
"D267","1.69518303871155"
"D268","3.67340517044067"
"D269","4.19849801063538"
"D270","4.41433501243591"
"D271","1.49958896636963"
"D272","3.71691799163818"
"D273","3.7899432182312"
"D274","3.90301299095154"
"D275","3.83084416389465"
"D276","3.71725916862488"
"D277","3.7854630947113"
"D278","1.56087899208069"
"D279","1.51911211013794"
"D280","1.53860116004944"
"D281","1.62172389030457"
"D282","1.41682505607605"
"D283","1.4617190361023"
"D284","1.45714497566223"
"D285","3.81639504432678"
"D286","1.52670693397522"
"D287","2.83108305931091"
"D288","2.23195815086365"
"D289","2.72771501541138"
"D290","1.95509195327759"
"D291","2.01506114006042"
"D292","1.43998694419861"
"D293","1.4074821472168"
"D294","1.47594380378723"
"D295","1.41139006614685"
"D296","0.820819139480591"
"D297","0.795040845870972"
"D298","2.06167101860046"
"D299","1.88589215278625"
"D300","1.88601303100586"
